,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
479,['曙光花园望山园、人车分流、全新装修、拎包入住'],1030,95212,"['海淀', '四季青']",2室1厅1厨1卫,低楼层 (共17层),108.18㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯八户,集中供暖,有,2023-03-12,商品房,2018-06-14,普通住宅,满五年,非共有,"
                                有抵押 80万元 中国建设银行 业主自还
                              ",已上传房本照片,"
                    曙光花园望山园、人车分流、2019年全新装修、拎包入住、邻近地铁
                  ","
                    开发商是北京首开天鸿集团有限公司，总占地面积100000.0㎡，总建筑面积：660000.0㎡；绿化面积：36000.0㎡；曙光花园望山园为商品房社区，纯人车分流。南北楼间距100米，小区内有南北两大主题花园，花卉绿植种类丰富，春暖花开季节蝴蝶飞舞。
                  ","
                    小区公共配套齐全，购物上距离【世纪金源购物】1200米；小区南门有【果蔬生鲜】，美容美发SPA会所，早教和幼儿园也在南门和东门，小区小区自带会所，闲暇之余可以在会所游泳健身。
                  ","
                    业主是2019年重新装修的，一直是自己居家住，房子精装修保养好，装修不到4年，完全可以拎包入住。
                  ","
                    小区北门有地铁10号线【车道沟站】（D口出）；东临北京昆玉河，南北向的快速路，没有红绿灯，早晚高峰也不会堵车。南门和西门有公交车站，公共交通网发达，自驾出行便利。
                  ",,,
480,['郦城二区 位置安静不临街 精装修可以拎包入住'],1499,123721,"['海淀', '四季青']",3室1厅1厨1卫,中楼层 (共11层),121.16㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-15,商品房,2016-09-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五唯一，税费低，2017年百万装修，拎包入住，东南北三面采光
                  ","
                    此房是郦城二区山楼小三居，客厅主卧室朝南带阳台客厅带朝东明窗，主卧室带卫生间，两次卧室朝北一个客卫，本房带三个阳台晾晒衣物方便，落地窗采光好中高层视野开阔，居住舒适度高。
                  ","
                    这套山楼小三居房子适合三代人改善居住，房子户型好用，客厅主卧朝南，中高层采光通风好，三个阳台 厨房朝东宽敞方正，视野正好可以看小区喷泉广场，小区环境好，密度低绿化好，封闭管理，人车分流，有大型广场和游乐设施，居住舒适度高。
                  ","
                    房子是二手业主，新业主2016年买来全新装修，装修花了一百万，因为家有小孩所以使用的都是环保材料，装修完通风放味三个多月，房主对于房子格局设计和装修细节花了很多心思，现在保养的很好，基本拎包入住
                  ",,,,
481,['金沟河17号院中间层两居室 满五唯一'],512,83524,"['海淀', '五棵松']",2室1厅1厨1卫,低楼层 (共6层),61.3㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-06-15,商品房,2016-05-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五唯一中间层 精装修 价格可以谈靠谱出售
                  ","
                    本房是南北通透的两居室，房子主卧室朝南，有一个大阳台，也做出来了，中间客厅，还有一个天井，房子户型方正。
                  ","
                    房子满五唯一，首套只有契税，税费成本不高，业主靠谱出售价格可以谈
                  ","
                    小区属于成熟的社区生活配套齐全，小区南侧出南门就是阳光星期八公园，西侧100米处是航天医院，东侧200米有仁和四季菜市场，秀儿湘舍，魔影国际电影院等
                  ",,,,
482,['海淀产权，正规两居室，南北通透，低楼层，满五唯一'],265,47162,"['海淀', '海淀其它']",2室1厅1厨1卫,底层 (共6层),56.19㎡,平层,46.7㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2023-07-21,一类经济适用房,2011-12-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    海淀低首付正规两居室，南北通透，满五唯一，小区中间位置
                  ","
                    小区是2012年建成的小区，共14栋楼，总层高6层，没有电梯；物业费0.62元/月/㎡；小区为市政集中供暖、供暖费30元/㎡；小区绿化30%，内部有小公园、休闲设施、娱乐设施等。内部也有幼儿园，接孩子方便。小区是单向出入口，东门进，西门出。
                  ","
                    房子是2012年建成的小区，楼龄较新；房子南北通透，是南北通透的两居室，主卧室朝南，次卧室和厨房朝北，客厅卫生间在中间，
                  ","
                    本房是一手业主，房子一直自住，从未出租过，低总价正规两居，居家装修
                  ","
                    交通出行方便，自驾上六环方便，小区出门有908，902，专99路，距离地铁16号线北安河地铁站5公里【此数据来自百度地图】
                  ",,,
483,['玉渊潭旁 双南带客厅 不临街 楼龄新可组合贷近地铁'],630,88858,"['海淀', '甘家口']",2室1厅1厨1卫,顶层 (共6层),70.9㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯五户,集中供暖,无,2023-07-14,已购公房,2010-03-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五公房玉渊潭旁 双南带客厅 不临街 楼龄新可用公积金组合贷
                  ","
                    阜光里小区是两个院，1.2.3号楼是1个院，最小的户型是82平的两居室；5到9号楼是另外一个院，有一居室，两居室，三居室，户型多一些，这套房子是5到9号楼的院，南北通透的两居室带客厅，户型好用，楼龄新，1996年。
                  ","
                    房子是1996年楼龄，房本有体现，楼龄新可以公积金贷款；双南向两居室，带正规客厅，厨房朝北，当中带客厅；采光好，此户型出房少。
                  ","
                    房子是满五年不唯一的公房，涉及1%个税；客户首套买房涉及1%契税，二套买房涉及3%契税。首套贷款可以贷357万，二套贷款可以贷220万。
                  ",,,,
484,['邮电大学南门，住总集团钢混电梯房中高层，满五唯一'],490,89826,"['海淀', '小西天']",2室1厅1厨1卫,中楼层 (共16层),54.55㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯七户,集中供暖,有,2023-03-29,商品房,2017-01-04,普通住宅,满五年,非共有,"
                                有抵押 140万元
                              ",已上传房本照片,"
                    位置好北邮南门，中高层电梯直达，视野好采光棒，满五唯一
                  ","
                    房子户型方正，一进门是一个小厅，左手边是卫生间，客厅往西是两个卧室朝西，卧室和厨房带大阳台，视野采光好，正规的两居室。
                  ","
                    小区是成熟的社区，学院南路和西直门北大街，楼下有公交站牌，有枫蓝国际购物以及其它各大小购物超市，购物方便；有各大类银行；火箭军总医院、积水潭医院、人民医院。
                  ","
                    此房有银行按揭抵押，房本是业主本人名字，业主诚意出售，现在有租户，提前预约，银行按揭业主可以自己还清。
                  ",,,,
485,['西四环内太平路    南北两居     商品房 精装修'],498,79936,"['海淀', '五棵松']",2室1厅1厨1卫,底层 (共6层),62.3㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-06-21,商品房,2016-04-07,普通住宅,满五年,非共有,"
                                有抵押 40万元 农行40万自己能还 业主自还
                              ",已上传房本照片,"
                    低楼层   精装修      南北两居室      低总价
                  ","
                    低楼层适合人群   一家人   老人   小孩       精装修拎包入住
                  ","
                    商品房不唯一   业主承担个税    客户只有契税  首套1% 二套3%
                  ","
                    小区旁边就有多路公交车，四通八达，也有地铁1号线五棵松站，出行便利
                  ",,,,
486,['车公庄西路20号院 水科院 南北全明2居 中间层'],798,121647,"['海淀', '甘家口']",2室1厅1厨1卫,中楼层 (共4层),65.6㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-04-30,央产房,2010-11-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年唯一央产房，中间层南北2居室，全明格局
                  ","
                    中国水利水电科学研究院家属院，小区共15栋楼，有规模，管理好，停车位充足600元/年，24小时热水直接入户
                  ","
                    南北通透，全明格局，主卧室朝南带阳台，次卧室朝北，明厨明卫朝北，餐厅约8平米
                  ","
                    业主年纪大了，售房原因是为了换房，离孩子近一些，便于相互照顾
                  ","
                    地铁6号线和地铁9号线换乘站白石桥南地铁站距小区400米，海军总医院，空军总医院，紫竹院公园，玉渊潭公园，北京市动物园，永辉超市，物美超市，超市发超市等
                  ",,,
487,['北新家园北五环海淀两居室低楼层'],405,69231,"['海淀', '西三旗']",2室1厅1厨1卫,低楼层 (共6层),58.5㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-03-31,已购公房,2003-03-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年唯一公房，海淀产权，总价低，南北采光充足，低楼层
                  ","
                    此房户型是南北通透的正规二居室，主卧朝南带阳台，次卧朝北，厨房朝北
                  ","
                    业主卖房单纯变现，诚心卖，可以签约，房子产权清晰，无抵押，无占用，户口可迁出。
                  ","
                    此房所在位置繁华，配套成熟，交通便利，小区西边就是物美大卖场，800米处有龙旗购物广场、永辉仓储购物、保利国际影城，500米处有三旗百汇商城，购物相当方便；银行有建设银行、工商银行，北京银行，中国银行等；医院有北新建材医院、北医三院第二门诊
                  ","
                    小区位于西三旗繁华地段，距离8号线育新站250米（来源于百度地图），出小区南门西行上京藏高速，南行至清河永泰庄，北行到回龙观，小区南边路口有公交478、609、432等二十路公交车通过，无论您去往上地、中关村、亚奥、望京等商圈都很方便。
                  ",,,
488,['南北通透，田字格户型，四居室，两个卫生间'],699,101896,"['海淀', '甘家口']",3室1厅1厨2卫,底层 (共6层),68.6㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-03-13,商品房,2010-04-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    南北通透，田字格户型，四居室，两个卫生间，满五年不唯一公房
                  ","
                    此房楼层在一层，适合老人孩子三代人居住。上下班交通方便，接孩子也方便，老人公园遛弯，去国家图书馆都方便
                  ","
                    此房配套齐全：1交通方便：地铁6、9号线可换乘；2.银行众多：工商银行、建设银行、农业银行，光大银行，邮政储蓄等3：医疗方便:甘家口社区医院、海军总医院等；购物有甘家口大厦，还有永辉，物美，顺天府等。
                  ","
                    出小区就是增光路口东公交站，73路公交车往返于阜成门和地铁五路居站，距离9号线白堆子地铁站500米，6/9号线白石桥南700米左右，出行方便，以上数据来源于高德地图。
                  ",,,,
489,['和泓四季板楼两居，装修不错，满2年看房方便'],693,94261,"['海淀', '四季青']",2室2厅1厨1卫,低楼层 (共14层),73.52㎡,平层,59.9㎡,板楼,西南,钢混结构,精装,一梯四户,集中供暖,有,2023-04-18,商品房,2019-08-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满2年税费少，看房方便，精装修，板楼两居，采光好
                  ","
                    小区开发商为东和伟业，房子是2016年建成的，基本上是海淀西边比较新的小区了，小区一共1500户左右，8栋楼，一梯两户或者一梯四户，主力户型为一居49-50平东向和南向，73-79平全南以及80-84平南北两居，107平和135平南北三居室，户型紧凑实用；
                  ","
                    房子为板楼两居户型为客厅主卧朝南，小卧室朝南，户型紧凑实用，房子装修不错，要求不高可拎包入住，看房方便
                  ","
                    小区配套齐全，周二、四、六有菜篮子工程直接进社区，平时柴米油盐可在社区底商购买，不用出小区，小区西侧有新建成的市政公园很大，小区绿化也很好，大型综合体可以到四季青欧尚，麦德龙，板井路沃尔玛，远大路世纪金源等等
                  ","
                    本房为满2年的房子，契税首套1%约1.5万，二套3%约4.5万，正常首套可贷款约126万，二套可贷款约90万，具体可根据咱实际情况具体设计贷款方案以及计算详细税费
                  ","
                    小区交通出行便捷，小区一共三个门，出小区东行200米到西四环，距离南坞公交站约350米，比较近的地铁为10号线长春桥和车道沟站大约2400米，距离6号线五路居站大约3300米（以上距离数据均来自高德地图）
                  ",,
490,['紫竹院公园附近精装修大2居室，价格便宜满五唯一'],670,87354,"['海淀', '紫竹桥']",2室1厅1厨1卫,中楼层 (共11层),76.7㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯八户,集中供暖,有,2023-07-14,商品房,2016-10-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    东南向大二居室，带10多米的一个客厅，满五年唯一
                  ","
                    市政集团的住房，小区位于紫竹桥西南角，小区是1995年建成，小区门口是双紫渠（活水系），从昆玉河流下来的。小区南边是一个健身小公园，西北角是紫竹院公园，所以交通便利
                  ","
                    有幸得到业主的委托，成为本房的房源维护人，房源跟进信息由我发布，本房业主接触了五年多，人很不错，很随和，诚心出售。
                  ","
                    房子是满五年、唯一的，所以没有多余的税费，可以直接过户。交易成本低。
                  ","
                    此房是婚房装修，现代家具概念，属于环保装修，真正可以拎包入住。
                  ",,,
491,['新上！万寿路一号院   同户型报价比较低   诚意出售'],543,87865,"['海淀', '万寿路']",2室1厅1厨1卫,中楼层 (共5层),61.8㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-06-15,已购公房,2021-08-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    净高2.73米  宽敞不压抑   不用办央产  公房可以多贷款
                  ","
                    小区是原始单位都是铁路的房子，质量很好，本房层高净高铺完地板砖是2.73米，比一般小区的都要高一些，小区总共22栋楼，有规模，有正规物业，天岳恒物业管理，物业费1.2元/平米/月，市政集中供暖，30元，小区北侧是定慧公园，南侧是华熙，五棵松万达
                  ","
                    本房楼层合适，老少皆宜，小区内有果蔬店，平时买菜买水果很方便，院内有育英西翠，上下学不用出小区过马路，很安全，小区北侧就是定慧公园，带孩子遛弯好去处
                  ","
                    本房位于西四环内，小区门口就是西翠路，开车的话往南走可以直达长安街，往北走就是阜成路，东侧是万寿路、蓝靛厂南路、西侧是西四环，去哪都方便；坐公交的话门口有89和634路，地铁1号线万寿路站，10号线西钓鱼台站，门口的公交都能直达，或者骑个小黄车也行
                  ","
                    本房产权很清晰，没有贷款抵押等，也没有查封，一手业主没有交易过，知根知底，放心交易，不用办理央产上市手续，随时能交易过户
                  ",,,
492,['北二环中低楼层西南两居室满五年并且家庭唯一'],450,89642,"['海淀', '小西天']",2室1厅1厨1卫,低楼层 (共6层),50.2㎡,平层,暂无数据,板楼,西,混合结构,精装,一梯三户,集中供暖,无,2023-05-18,商品房,2017-11-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年并且家庭唯一税费只有契税不是一层
                  ","
                    年轻的人或者小两口有孩子老人的都可以，因为楼层低相对比较方便
                  ","
                    房子是商品房，已经买了5年多了，家庭名下没有别的住宅，就这一套房子
                  ","
                    小区1000内，有永辉超市，顺天府超市，枫蓝国际购物等，生活便捷，小区北侧路边有文慧园路公交站，300米有好便利店，银行，餐饮，水果店，麻辣烫等一应俱全，1.5公里积水潭地铁
                  ",,,,
493,['西直门附近 交大商圈 正规两居室 央产院 诚心出售'],660,100000,"['海淀', '西直门']",2室1厅1厨1卫,中楼层 (共6层),66㎡,平层,暂无数据,板楼,北 南,混合结构,精装,一梯三户,集中供暖,无,2023-07-06,商品房,2021-02-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子是中间楼层采光好 南北通透全明格局 精装修拎包入住
                  ","
                    房子是正规两居室，主卧室带阳台朝南，次卧室朝北，南北双阳台，厨房和卫生间朝北带窗户，全明格局，中间楼层，还有方方正正的客厅，户型方正，方便利用，无浪费面积，房子精装修，厨房改阳台上了，做的飘窗，布局合理方便利用
                  ","
                    房子是满两年的商品房，家庭名下就这一套房子，可以贷款。产权清晰，无纠纷。
                  ","
                    社区就在交通大学南门，可以享受校园内的资源，比如跑道、食堂、图书馆等。 社区距离西直门地铁站不到1公里，可以乘坐2号线、4号线、13号线，交通方便。 社区边上有海洋馆和动物园，平时可以体验自然风光。
                  ","
                    房子南北通透，视野开阔，采光和通风好，南窗外也安装了晾衣架，阳光充足。 14年30万硬装精装修，当时把非承重墙都拆掉重新设计。门框扩高，门口设计了衣帽柜，油漆地板都是进口品牌，保养得很好。全屋精心设计，空间利用合理，储物空间充足‘
                  ",,,
494,['纯南两居室   精装修  靠谱出售'],476,85153,"['海淀', '甘家口']",2室1厅1厨1卫,顶层 (共6层),55.9㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-06-08,已购公房,2006-10-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五不唯一公房，户型不错，两个卧室朝南，靠谱出售
                  ","
                    小区两年前重新做完外保温和上下水管改造，焕然一新，小区人员素质好，多数都是单位退休职工在住。
                  ","
                    适合一家三四口人住，房子光线很好，没有任何遮挡，房子门窗都是近几年重新更换的，隔热保温很不错，一梯三户，小区都是六层低密度板楼。
                  ","
                    几年前的精装修，以前一直自己住，保持的不错，目前是出租状态，如图所示，保持得也很好。
                  ",,,,
495,['双榆树苑公寓 南北通透 两厅 两卫 三居室  高层带电梯'],1018,89064,"['海淀', '双榆树']",3室2厅1厨2卫,高楼层 (共10层),114.3㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯十七户,集中供暖,有,2023-07-07,商品房,2016-12-09,普通住宅,满五年,非共有,"
                                有抵押 300万元
                              ",已上传房本照片,"
                    此房是满五年唯一商品房，中间楼层，南北通透采光好
                  ","
                    小区总共4栋楼，1号楼，2号楼带电梯，3号楼，4号楼不带电梯，小区进出24小时有保安管理
                  ","
                    房子主卧室朝南，次卧室朝南，另一卧室朝北，厨房朝北，中间楼层，南边无遮挡
                  ","
                    业主售房是置换，诚意出售，价格可以商量，满五年唯一，房子看房方便。
                  ",,,,
496,['西直门+城建宿舍+一层两居+业主诚售'],398,76731,"['海淀', '小西天']",2室1厅1厨1卫,底层 (共2层),51.87㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯五户,集中供暖,无,2023-04-05,商品房,2017-06-15,普通住宅,满五年,非共有,"
                                有抵押 60万元
                              ",已上传房本照片,"
                    北二环 西直门 城建小区 正规两居室 总价低
                  ","
                    售房原因：置换。房屋现状：目前有租户，看房需要提前预约，业主可以随时签约。
                  ","
                    小区出行方便，配套齐全，东边是潭西胜境公园，新华百货商场和2号线积水潭地铁。西边是凯德茂商场，2号线和4号线13号线的西直门站，小区出门有两大公交站台，分别是新街口豁口站和玉桃园公交站，交通便利。
                  ","
                    小区出门有路口可直上北二环，东走是新外大街，北走是学院南路，位置得天独厚，到2号线积水潭地铁850米左右，往西是2号线和4号线13号线西直门站，交通便利，出行方便。
                  ",,,,
497,['定慧寺，核二院 ，紫竹桥随时签约。满五年'],925,126887,"['海淀', '定慧寺']",3室1厅1厨1卫,中楼层 (共6层),72.9㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-07-03,央产房,2018-05-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年中间楼层，南北全明田字格没有浪费面积
                  ","
                    房子户型方正，没什么浪费面积，楼层好，小区管理好，楼道干净整洁，居住人口素质高，楼龄1985年，目前在这算是楼龄比较新。
                  ","
                    本房适合年轻人居住，户型方正，楼层好， 此房首付不高，首套购房首付不到300万，适合刚需小两口购买； 小区超市购物方便（物美、永辉），出行公交地铁距离近，地铁站600米，200米公交站；玲珑公园，玉渊潭公园。
                  ","
                    房子简单装修，不过对装修要求不高或者买了直接出租的客户群体都能满足，家具家电都有。
                  ",,,,
498,['城华园小区满五唯一西南朝向两居室'],690,79585,"['海淀', '学院路']",2室1厅1厨1卫,高楼层 (共6层),86.7㎡,平层,暂无数据,板楼,西南,混合结构,精装,一梯两户,集中供暖,无,2023-06-08,已购公房,2003-10-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房源满五唯一公房，高楼层视野好，购房成本低可以贷款
                  ","
                    城华园小区一共8栋楼一号楼二号楼为商品房其余六栋为已购公房小区停车位每年1500元无固定车位去年小区内做过整体改造路面重新铺垫，重新整理私搭乱建全部拆除小区面貌焕然一新
                  ","
                    小区西边有八家郊野公园，东边有奥林匹克森林公园，北边有999急救医院，南边有北医三院，小区外有建清园社区医院，南边有圣熙八号购物广场，银行有中国银行，建设银行，中国农业银行，酒店有如家酒店，格林豪泰酒店。
                  ","
                    小区西边是双清路北面是月泉路南边是林大北路东边是学清路无论您去京藏高速和是京新北五环都很方便出小区门口就有学知园地铁站，交通便利
                  ",,,,
499,['海淀区 玉海园三里 南北朝向 中间楼层 精装修看房方便'],756,91860,"['海淀', '玉泉路']",2室1厅1厨1卫,中楼层 (共6层),82.3㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-05-28,商品房,2013-08-13,普通住宅,满五年,共有,"
                                有抵押 5万元 待核实 业主自还
                              ",已上传房本照片,"
                    此房满五年唯一，南北通透格局，楼层好，视野开阔，采光充足。
                  ","
                    大部分群体都可以购买，因为是满五年唯一，所以贷款方式不限，贷款全款的客户都适合。
                  ","
                    房龄2000年，板楼，南北朝向，格局方正，没有浪费面积，方厅落地窗。
                  ","
                    房屋产权：房子为商品房，满五年唯一
税费金额：首套契税1%，二套契税3%
                  ",,,,
500,['新上！电信小区南北向两居，中间层，满五年唯一住宅'],550,95653,"['海淀', '军博']",2室1厅1厨1卫,中楼层 (共6层),57.5㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-05-15,已购公房,1995-02-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子南北向，中间层，采光视野好，满五年唯一公房，税费低
                  ","
                    电信小区隶属于北京市海淀区5属于军博独立社区，小区共有11栋楼，居民多为原中国电信及其附属部门员工。电信小区有自己的物业公司天岳恒，出行地铁1号线，9号线，小区居住人群素质高，适合上班找学的换房客户
                  ","
                    房子位于长安街以南，羊坊店路以西，有铁路文化宫有兴业、建行、工商、农行等各大银行，医院有世纪坛医院(三甲医院)、北蜂窝医院、复兴医院、羊坊店医院，有顺天府、C市发、物美
                  ","
                    地铁1号线军事博物馆站和9号线南边是莲石路和北京西站，出小区即是羊坊店路35公交65路，特18路，85路，特8路等多条线路
                  ","
                    本房产权清晰，无抵押，无贷款，无纠纷，随时可以签约，业主诚心售房
                  ",,,
501,['劳动关系学院 中间楼层满五年唯一央产房 全明格局'],660,111865,"['海淀', '甘家口']",2室1厅1厨1卫,中楼层 (共5层),59㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,有,2023-06-21,已购公房,2010-11-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五唯一央产发，南北全明，采光充足，安静不临街
                  ","
                    小区属于中国劳动关系学院的家属区，总共有12栋楼，一栋高楼以外，剩下的都是总高不过6层的板楼，居住密度也低，今年小区已经做完了改造，包括楼外墙保温，及室内管道更换，本楼已经加装了电梯，校园环境，家属院的人文素质也高
                  ","
                    孕婴老幼：本房有电梯，适宜各类人群，人文环境好 首付不高：商贷，满五年房，适合首付不多的小两口 家有老人：中间楼层有电梯，小区内有小公园，安静不临街
                  ","
                    售房原因：业主的单位分房，计划和老人孩子一起住
房屋现状：提前预约，看房方便，业主随时可以签约
                  ","
                    房屋产权：房子为满五年唯一公房
税费金额：房子满五年唯一只有契税
                  ",,,
502,['万寿路西街11号院，教工楼，户型方正有客厅，房龄新'],790,111159,"['海淀', '万寿路']",2室1厅1厨1卫,中楼层 (共6层),71.07㎡,平层,暂无数据,板楼,东 西,混合结构,精装,一梯三户,集中供暖,无,2023-03-12,商品房,2009-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    育英教职工家属院，客厅大中间楼层，楼龄新，税费低，近地铁
                  ","
                    小区是海淀教委和育英教职工家属院，分为北院和南院，共9栋楼，1.2.3.4.5.9号楼在南院，6.7.8号楼在北院；小区西临五棵松篮球馆、华熙、耀莱电影院，东临凯德晶品，南临301医院、沃尔玛，北临304医院、物美、多家银行，生活娱乐都方便。
                  ","
                    此房为东西通透两室一厅，主卧室和客厅朝西，站在主卧室阳台可以看到育英校内，楼层好，无遮挡，有19平米的客厅，诚意出售，业主随时签约
                  ","
                    小区位于西三环与西四环之间，长安街边上，小区距离地铁一号线万寿路站和公交万寿路口西站830米（数据来自百度地图），公交有624路，77路，32路，78路，373路等多条路线，距离玉渊潭公园5站，出行便利。
                  ",,,,
503,['万寿寺北里 地质力所家属楼 可贷款 层高3米 全明格局'],460,80986,"['海淀', '魏公村']",2室1厅1厨1卫,顶层 (共4层),56.8㎡,平层,42.64㎡,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-05-17,已购公房,2001-02-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年央产房，单独管理，可贷款，层高三米，全明格局，户型方正
                  ","
                    小区规模比较大，一共13栋楼，此楼是地质力学研究所的家属楼，单独管理，1960年建成，可贷款，层高三米，居住人群简单素质高。
                  ","
                    户型方正，厨房和卫生间都带窗户，全明格局，无浪费面积，层高三米，居住舒适度高。
                  ","
                    为公桥公交站距离小区259米，有运通103、109、110、201。323,374,610,634,645,74路等多路公交车。地铁出行：4号线魏公村站距离小区1.7千米。驾车出行：出小区即可上西三环出行十分便利。小区北侧三百米是北外东校区对外开放，可以散步，游泳健身。
                  ",,,,
504,['江南园林 南向两居 观水系 满五年唯一诚意出售'],1128,103118,"['海淀', '田村']",2室1厅1厨2卫,中楼层 (共9层),109.39㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯五户,集中供暖,有,2023-06-19,商品房,2008-01-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年唯一 中高层 不临街 视野开阔无遮挡 ，满五年唯一
                  ","
                    乐府江南小区是2005年建成的整个小区绿树成荫生机盎然并且都是5-9层的板楼有电梯小区车位1：1全部地下车位人车分流停车并不紧张长城物业物业费是2.19元定期修剪绿化灌木清理小区花园和凉亭的垃圾管理好
                  ","
                    孕婴老幼：小区安静，环境优美，人车分流，人文环境好 首付：房子满五年唯一。可以多贷款，减轻首付压力 家有老人：低楼层，配套齐全，有菜市场，公园，带电梯，不临街，距离医院近 年轻人：本房面积面积适中小两居，单身一人或者三口之家居住很温馨
                  ","
                    房子一进门是客厅朝南，楼层中高，这个楼与前楼楼间距大，坐在沙发上往外望去无遮挡，景色宜人，。右手边的厨房带生活阳台。两个卧室朝南，安静，全天光线很好，户型方正，无浪费面积。
                  ","
                    房子满五年，业主家庭名下唯一住宅，首套贷款303万，二套贷款187万，只有契税，购房成本低
                  ","
                    小区配套说一下，小区2.3.4.8号楼下面都是对外的底商，包括银行，首农蔬菜水果市场，糕点店，宠物店，同仁堂还有稻香村，1号楼可以吃鱼火锅，大鸭梨等，小区里面有两个网球场，一般的小区可没有，还有小区配建健身游泳馆，成熟社区。
                  ",,
505,['黄亭子小区新华社宿舍 南向电梯三居 采光好 环境优美'],1050,113970,"['海淀', '军博']",3室1厅1厨1卫,中楼层 (共18层),92.13㎡,平层,暂无数据,塔楼,南 西,钢混结构,简装,两梯五户,集中供暖,有,2023-07-06,已购公房,2011-05-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五唯一，楼层好，视野宽阔，采光充足，配套齐全。
                  ","
                    小区是新华通讯社家属小区，小区环境好，管理好，物业晚上有值班人员，晚上有事打电话物业就会安排人员上门。小区卖点是小区很安全，安全到不需要门禁。有占地140公顷的玉渊潭公园，是跑步健身的好去处。南侧800米是世纪坛医院。
                  ","
                    小区北侧有占地140公顷的玉渊潭公园，公园早上晨练时免费的，工作时间票价2元，是跑步健身的好去处，每年的樱花节很多人过来看花。小区南侧800米是世纪坛医院，出小区东门就是地铁1号线9号线军事博物馆地铁站，小区外1公里内还有7号线，10号线地铁站。
                  ","
                    房子产权清晰，没有纠纷， 没有抵押和银行欠款未还清的情况 。业主个人房本，满两年的央产房。
                  ",,,,
